663,Brian Idowu,Nigeria,Defender
664,Chidozie Awaziem,Nigeria,Defender
665,Elderson Echiejile,Nigeria,Defender
666,Kenneth Omeruo,Nigeria,Defender
667,Leon Balogun,Nigeria,Defender
668,Tyronne Ebuehi,Nigeria,Defender
669,Victor Moses,Nigeria,Defender
670,William Troost-Ekong,Nigeria,Defender
671,Ahmed Musa,Nigeria,Forward
672,Alex Iwobi,Nigeria,Forward
673,Kelechi Iheanacho,Nigeria,Forward
674,Odion Ighalo,Nigeria,Forward
675,Simy,Nigeria,Forward
676,Daniel Akpeyi,Nigeria,Goalkeeper
677,Francis Uzoho,Nigeria,Goalkeeper
678,Ikechukwu Ezenwa,Nigeria,Goalkeeper
679,Joel Obi,Nigeria,Midfielder
680,John Obi Mikel,Nigeria,Midfielder
681,Johan Ogu,Nigeria,Midfielder
682,Ogenyi Onazi,Nigeria,Midfielder
683,Oghenekaro Etebo,Nigeria,Midfielder
684,Wilfred Ndidi,Nigeria,Midfielder
685,Alaa Ghram,Tunisia,Defender
686,Ali El Abdi,Tunisia,Defender
687,Ali Maaloul,Tunisia,Defender
688,Bilel Ifa,Tunisia,Defender
689,Mohamed Draeger,Tunisia,Defender
690,Montassar Talbi,Tunisia,Defender
691,Rami Kaib,Tunisia,Defender
692,Issam Jebali,Tunisia,Forward
693,Seifeddine Jaziri,Tunisia,Forward
694,Taha Khenissi,Tunisia,Forward
695,Youssef Msakni,Tunisia,Forward
696,Aymen Dahmen,Tunisia,Goalkeeper
697,Bechir Ben Said,Tunisia,Goalkeeper
698,Sedki Debchi,Tunisia,Goalkeeper
699,Adam Ben Lamin,Tunisia,Midfielder
700,Aissa Bilal Laidouni,Tunisia,Midfielder
701,Anis Ben Slimane,Tunisia,Midfielder
702,Ferjani Sassi,Tunisia,Midfielder
703,Firas Ben Alarbi,Tunisia,Midfielder
704,Hannibal Mejbri,Tunisia,Midfielder
705,Mohamed Ali Ben Romdhane,Tunisia,Midfielder
706,Mootez Zaddem,Tunisia,Midfielder
707,Nader Ghandri,Tunisia,Midfielder
708,Naim Sliti,Tunisia,Midfielder
709,Ahmed El Mohamady,Egypt,Defender
710,Ahmed Fathy,Egypt,Defender
711,Ahmed Hegazi,Egypt,Defender
712,Ali Gabr,Egypt,Defender
713,Ayman Ashraf,Egypt,Defender
714,Mahmoud Hamdi,Egypt,Defender
715,Mohamed Shafy,Egypt,Defender
716,Omar Gaber,Egypt,Defender
717,Saad Samir,Egypt,Defender
718,Kahraba,Egypt,Forward
719,Marwan Mohsen,Egypt,Forward
720,Mohamed Salah,Egypt,Forward
721,Essam El Hadary,Egypt,Goalkeeper
722,Mohamed El-Shenawy,Egypt,Goalkeeper
723,Sherif Ekramy,Egypt,Goalkeeper
724,Abdallah El Said,Egypt,Midfielder
725,Amr Warda,Egypt,Midfielder
726,Mohamed Elneny,Egypt,Midfielder
727,Ramadan Sobhi,Egypt,Midfielder
728,Sam Morsy,Egypt,Midfielder
729,Shikabala,Egypt,Midfielder
730,Tarek Hamed,Egypt,Midfielder
731,Trezeguet,Egypt,Midfielder
732,Abdoulaye Diedhiou,Senegal,Defender
733,Amadou Ndiaye,Senegal,Defender
734,Cheikhou Ndiaye,Senegal,Defender
735,El Hadji Balde,Senegal,Defender
736,Malickou Ndoye,Senegal,Defender
737,Melo Ndiaye,Senegal,Defender
738,Bouly Junior Sambou,Senegal,Forward
739,Elhadj Mane,Senegal,Forward
740,Jean Remi Bocande,Senegal,Forward
741,Paul Valere Bassene,Senegal,Forward
742,Alioune Badara Faty,Senegal,Goalkeeper
743,Landing Badji,Senegal,Goalkeeper
744,Pape Abdoulaye Dieng,Senegal,Goalkeeper
745,Alassane Faye,Senegal,Midfielder
746,Alassane Maodo Kante,Senegal,Midfielder
747,El Hadji Latyr Ndiaye,Senegal,Midfielder
748,Etane Tendeng,Senegal,Midfielder
749,Jean Louis Barthelemy Diouf,Senegal,Midfielder
750,Lamine Camara,Senegal,Midfielder
751,Lamine Diadhiou,Senegal,Midfielder
752,Moussa Ndiaye,Senegal,Midfielder
753,Ngagne Fall,Senegal,Midfielder
754,Ousmane Sow,Senegal,Midfielder
755,Abdulelah Al Amri,Saudi Arabia,Defender
756,Ali Albulayhi,Saudi Arabia,Defender
757,Ali Lajami,Saudi Arabia,Defender
758,Hassan Al Tambakti,Saudi Arabia,Defender
759,Mohammed Al-Burayk,Saudi Arabia,Defender
760,Sultan Al-Ghannam,Saudi Arabia,Defender
761,Yasir Al Shahrani,Saudi Arabia,Defender
762,Ziyad Al Sahafi,Saudi Arabia,Defender
763,Abdullah Al Hamdan,Saudi Arabia,Forward
764,Abdulrahman Al Obud,Saudi Arabia,Forward
765,Abdulrahman Ghareeb,Saudi Arabia,Forward
766,Firas Al Brikan,Saudi Arabia,Forward
767,Fawaz Al-Qarni,Saudi Arabia,Goalkeeper
768,Mohammed Al Owais,Saudi Arabia,Goalkeeper
769,Mohammed Al Rubaie,Saudi Arabia,Goalkeeper
770,Abdulaziz Al Bishi,Saudi Arabia,Midfielder
771,Abdullah Ateef,Saudi Arabia,Midfielder
772,Ali Al Hassan,Saudi Arabia,Midfielder
773,Hattan Bahebri,Saudi Arabia,Midfielder
774,Khalid Al Ghannam,Saudi Arabia,Midfielder
775,Mohammed Kanno,Saudi Arabia,Midfielder
776,Nasser Al Dawsari,Saudi Arabia,Midfielder
777,Salem Al Dawsari,Saudi Arabia,Midfielder
778,Salman Al Faraj,Saudi Arabia,Midfielder
779,Sami Al Najei,Saudi Arabia,Midfielder
780,Daiki Sugioka,Japan,Defender
781,Hayato Araki,Japan,Defender
782,Miki Yamane,Japan,Defender
783,Ryuta Koike,Japan,Defender
784,Shinnosuke Hatanaka,Japan,Defender
785,Shinnosuke Nakatani,Japan,Defender
786,Sho Sasaki,Japan,Defender
787,Shogo Taniguchi,Japan,Defender
788,Takuma Ominami,Japan,Defender
789,Tomoki Iwata,Japan,Defender
790,Makoto Mitsuta,Japan,Forward
791,Mao Hosoya,Japan,Forward
792,Ryo Miyaichi,Japan,Forward
793,Shuto Machino,Japan,Forward
794,Takuma Nishimura,Japan,Forward
795,Yuki Soma,Japan,Forward
796,Yuto Iwasaki,Japan,Forward
797,Keisuke Osako,Japan,Goalkeeper
798,Kosei Tani,Japan,Goalkeeper
799,Zion Suzuki,Japan,Goalkeeper
800,Gakuto Notsuda,Japan,Midfielder
801,Joel Fujita,Japan,Midfielder
802,Kento Hashimoto,Japan,Midfielder
803,Kota Mizunuma,Japan,Midfielder
804,Tsukasa Morishima,Japan,Midfielder
805,Yasuto Wakizaka,Japan,Midfielder
806,Adolfo Machado,Panama,Defender
807,Eric Davis,Panama,Defender
808,Felipe Baloy,Panama,Defender
809,Fidel Escobar,Panama,Defender
810,Harold Cummings,Panama,Defender
811,Luis Ovalle,Panama,Defender
812,Michael Murillo,Panama,Defender
813,Roman Torres,Panama,Defender
814,Abdiel Arroyo,Panama,Forward
815,Blas Perez,Panama,Forward
816,Gabriel Torres,Panama,Forward
817,Ismael Diaz,Panama,Forward
818,Luis Tejada,Panama,Forward
819,Alex Rodriguez,Panama,Goalkeeper
820,Jaime Penedo,Panama,Goalkeeper
821,Jose Calderon,Panama,Goalkeeper
822,Anibal Godoy,Panama,Midfielder
823,Armando Cooper,Panama,Midfielder
824,Gabriel Gomez,Panama,Midfielder
825,Jose Luis Rodriguez,Panama,Midfielder
826,Ricardo Avila,Panama,Midfielder
827,Valentin Pimentel,Panama,Midfielder
828,Edgar Yoel Barcenas,Panama,Midfielder
830,g,g,g
